縣市 ID, 鄉鎮市區 ID, URL
池上鄉 , 7100006 , http://www.cec.gov.tw/zh_TW/P1/n710000600000000.html
東河鄉 , 7100007 , http://www.cec.gov.tw/zh_TW/P1/n710000700000000.html
長濱鄉 , 7100008 , http://www.cec.gov.tw/zh_TW/P1/n710000800000000.html
太麻里鄉 , 7100009 , http://www.cec.gov.tw/zh_TW/P1/n710000900000000.html
大武鄉 , 7100010 , http://www.cec.gov.tw/zh_TW/P1/n710001000000000.html
綠島鄉 , 7100011 , http://www.cec.gov.tw/zh_TW/P1/n710001100000000.html
海端鄉 , 7100012 , http://www.cec.gov.tw/zh_TW/P1/n710001200000000.html
延平鄉 , 7100013 , http://www.cec.gov.tw/zh_TW/P1/n710001300000000.html
金峰鄉 , 7100014 , http://www.cec.gov.tw/zh_TW/P1/n710001400000000.html
達仁鄉 , 7100015 , http://www.cec.gov.tw/zh_TW/P1/n710001500000000.html
蘭嶼鄉 , 7100016 , http://www.cec.gov.tw/zh_TW/P1/n710001600000000.html
花蓮市 , 7090001 , http://www.cec.gov.tw/zh_TW/P1/n709000100000000.html
新城鄉 , 7090002 , http://www.cec.gov.tw/zh_TW/P1/n709000200000000.html
秀林鄉 , 7090003 , http://www.cec.gov.tw/zh_TW/P1/n709000300000000.html
吉安鄉 , 7090004 , http://www.cec.gov.tw/zh_TW/P1/n709000400000000.html
壽豐鄉 , 7090005 , http://www.cec.gov.tw/zh_TW/P1/n709000500000000.html
鳳林鎮 , 7090006 , http://www.cec.gov.tw/zh_TW/P1/n709000600000000.html
光復鄉 , 7090007 , http://www.cec.gov.tw/zh_TW/P1/n709000700000000.html
豐濱鄉 , 7090008 , http://www.cec.gov.tw/zh_TW/P1/n709000800000000.html
萬榮鄉 , 7090009 , http://www.cec.gov.tw/zh_TW/P1/n709000900000000.html
瑞穗鄉 , 7090010 , http://www.cec.gov.tw/zh_TW/P1/n709001000000000.html
玉里鎮 , 7090011 , http://www.cec.gov.tw/zh_TW/P1/n709001100000000.html
富里鄉 , 7090012 , http://www.cec.gov.tw/zh_TW/P1/n709001200000000.html
卓溪鄉 , 7090013 , http://www.cec.gov.tw/zh_TW/P1/n709001300000000.html
馬公市 , 7110001 , http://www.cec.gov.tw/zh_TW/P1/n711000100000000.html
湖西鄉 , 7110002 , http://www.cec.gov.tw/zh_TW/P1/n711000200000000.html
白沙鄉 , 7110003 , http://www.cec.gov.tw/zh_TW/P1/n711000300000000.html
西嶼鄉 , 7110004 , http://www.cec.gov.tw/zh_TW/P1/n711000400000000.html
望安鄉 , 7110005 , http://www.cec.gov.tw/zh_TW/P1/n711000500000000.html
七美鄉 , 7110006 , http://www.cec.gov.tw/zh_TW/P1/n711000600000000.html
中正區 , 7120001 , http://www.cec.gov.tw/zh_TW/P1/n712000100000000.html
信義區 , 7120002 , http://www.cec.gov.tw/zh_TW/P1/n712000200000000.html
仁愛區 , 7120003 , http://www.cec.gov.tw/zh_TW/P1/n712000300000000.html
中山區 , 7120004 , http://www.cec.gov.tw/zh_TW/P1/n712000400000000.html
安樂區 , 7120005 , http://www.cec.gov.tw/zh_TW/P1/n712000500000000.html
暖暖區 , 7120006 , http://www.cec.gov.tw/zh_TW/P1/n712000600000000.html
七堵區 , 7120007 , http://www.cec.gov.tw/zh_TW/P1/n712000700000000.html
東區 , 7130001 , http://www.cec.gov.tw/zh_TW/P1/n713000100000000.html
北區 , 7130002 , http://www.cec.gov.tw/zh_TW/P1/n713000200000000.html
香山區 , 7130003 , http://www.cec.gov.tw/zh_TW/P1/n713000300000000.html
東區 , 7140001 , http://www.cec.gov.tw/zh_TW/P1/n714000100000000.html
西區 , 7140002 , http://www.cec.gov.tw/zh_TW/P1/n714000200000000.html
金城鎮 , 8010001 , http://www.cec.gov.tw/zh_TW/P1/n801000100000000.html
金寧鄉 , 8010002 , http://www.cec.gov.tw/zh_TW/P1/n801000200000000.html
烈嶼鄉 , 8010003 , http://www.cec.gov.tw/zh_TW/P1/n801000300000000.html
烏坵鄉 , 8010004 , http://www.cec.gov.tw/zh_TW/P1/n801000400000000.html
金湖鎮 , 8010005 , http://www.cec.gov.tw/zh_TW/P1/n801000500000000.html
金沙鎮 , 8010006 , http://www.cec.gov.tw/zh_TW/P1/n801000600000000.html
南竿鄉 , 8020001 , http://www.cec.gov.tw/zh_TW/P1/n802000100000000.html
北竿鄉 , 8020002 , http://www.cec.gov.tw/zh_TW/P1/n802000200000000.html
莒光鄉 , 8020003 , http://www.cec.gov.tw/zh_TW/P1/n802000300000000.html
東引鄉 , 8020004 , http://www.cec.gov.tw/zh_TW/P1/n802000400000000.html
