can_number,region_number,can_name,can_vote,region_name
1,500001500000000,朱立倫,"3,734",總統副總統選舉 候選人在 臺南市 麻豆區得票數 
2,500001500000000,蔡英文,"19,653",總統副總統選舉 候選人在 臺南市 麻豆區得票數 
3,500001500000000,宋楚瑜,"1,778",總統副總統選舉 候選人在 臺南市 麻豆區得票數 
1,500001800000000,朱立倫,"2,177",總統副總統選舉 候選人在 臺南市 玉井區得票數 
2,500001800000000,蔡英文,"4,204",總統副總統選舉 候選人在 臺南市 玉井區得票數 
3,500001800000000,宋楚瑜,926,總統副總統選舉 候選人在 臺南市 玉井區得票數 
1,500001900000000,朱立倫,"1,555",總統副總統選舉 候選人在 臺南市 楠西區得票數 
2,500001900000000,蔡英文,"2,539",總統副總統選舉 候選人在 臺南市 楠西區得票數 
3,500001900000000,宋楚瑜,823,總統副總統選舉 候選人在 臺南市 楠西區得票數 
1,500002000000000,朱立倫,"2,188",總統副總統選舉 候選人在 臺南市 西港區得票數 
2,500002000000000,蔡英文,"10,347",總統副總統選舉 候選人在 臺南市 西港區得票數 
3,500002000000000,宋楚瑜,997,總統副總統選舉 候選人在 臺南市 西港區得票數 
1,500002100000000,朱立倫,"3,038",總統副總統選舉 候選人在 臺南市 安定區得票數 
2,500002100000000,蔡英文,"12,078",總統副總統選舉 候選人在 臺南市 安定區得票數 
3,500002100000000,宋楚瑜,"1,395",總統副總統選舉 候選人在 臺南市 安定區得票數 
1,500002200000000,朱立倫,"3,573",總統副總統選舉 候選人在 臺南市 新市區得票數 
2,500002200000000,蔡英文,"13,690",總統副總統選舉 候選人在 臺南市 新市區得票數 
3,500002200000000,宋楚瑜,"1,780",總統副總統選舉 候選人在 臺南市 新市區得票數 
1,500002300000000,朱立倫,828,總統副總統選舉 候選人在 臺南市 山上區得票數 
2,500002300000000,蔡英文,"2,833",總統副總統選舉 候選人在 臺南市 山上區得票數 
3,500002300000000,宋楚瑜,349,總統副總統選舉 候選人在 臺南市 山上區得票數 
1,500002400000000,朱立倫,"5,215",總統副總統選舉 候選人在 臺南市 新化區得票數 
2,500002400000000,蔡英文,"15,451",總統副總統選舉 候選人在 臺南市 新化區得票數 
3,500002400000000,宋楚瑜,"2,602",總統副總統選舉 候選人在 臺南市 新化區得票數 
1,500002500000000,朱立倫,642,總統副總統選舉 候選人在 臺南市 左鎮區得票數 
2,500002500000000,蔡英文,"1,840",總統副總統選舉 候選人在 臺南市 左鎮區得票數 
3,500002500000000,宋楚瑜,246,總統副總統選舉 候選人在 臺南市 左鎮區得票數 
1,500002600000000,朱立倫,"1,199",總統副總統選舉 候選人在 臺南市 南化區得票數 
2,500002600000000,蔡英文,"2,597",總統副總統選舉 候選人在 臺南市 南化區得票數 
3,500002600000000,宋楚瑜,731,總統副總統選舉 候選人在 臺南市 南化區得票數 
1,500002700000000,朱立倫,"17,640",總統副總統選舉 候選人在 臺南市 安南區得票數 
2,500002700000000,蔡英文,"70,685",總統副總統選舉 候選人在 臺南市 安南區得票數 
3,500002700000000,宋楚瑜,"10,318",總統副總統選舉 候選人在 臺南市 安南區得票數 
1,500002800000000,朱立倫,"18,517",總統副總統選舉 候選人在 臺南市 北區得票數 
2,500002800000000,蔡英文,"44,062",總統副總統選舉 候選人在 臺南市 北區得票數 
3,500002800000000,宋楚瑜,"8,290",總統副總統選舉 候選人在 臺南市 北區得票數 
1,500002900000000,朱立倫,"10,281",總統副總統選舉 候選人在 臺南市 中西區得票數 
2,500002900000000,蔡英文,"27,170",總統副總統選舉 候選人在 臺南市 中西區得票數 
3,500002900000000,宋楚瑜,"4,403",總統副總統選舉 候選人在 臺南市 中西區得票數 
1,500003000000000,朱立倫,"7,868",總統副總統選舉 候選人在 臺南市 安平區得票數 
2,500003000000000,蔡英文,"20,410",總統副總統選舉 候選人在 臺南市 安平區得票數 
3,500003000000000,宋楚瑜,"4,157",總統副總統選舉 候選人在 臺南市 安平區得票數 
1,500003100000000,朱立倫,"16,067",總統副總統選舉 候選人在 臺南市 南區得票數 
2,500003100000000,蔡英文,"47,589",總統副總統選舉 候選人在 臺南市 南區得票數 
3,500003100000000,宋楚瑜,"7,330",總統副總統選舉 候選人在 臺南市 南區得票數 
1,500003200000000,朱立倫,"28,606",總統副總統選舉 候選人在 臺南市 東區得票數 
2,500003200000000,蔡英文,"57,465",總統副總統選舉 候選人在 臺南市 東區得票數 
3,500003200000000,宋楚瑜,"11,509",總統副總統選舉 候選人在 臺南市 東區得票數 
1,500003300000000,朱立倫,"27,712",總統副總統選舉 候選人在 臺南市 永康區得票數 
2,500003300000000,蔡英文,"76,315",總統副總統選舉 候選人在 臺南市 永康區得票數 
3,500003300000000,宋楚瑜,"14,267",總統副總統選舉 候選人在 臺南市 永康區得票數 
1,500003400000000,朱立倫,"9,332",總統副總統選舉 候選人在 臺南市 仁德區得票數 
2,500003400000000,蔡英文,"27,233",總統副總統選舉 候選人在 臺南市 仁德區得票數 
3,500003400000000,宋楚瑜,"4,160",總統副總統選舉 候選人在 臺南市 仁德區得票數 
1,500003500000000,朱立倫,"6,961",總統副總統選舉 候選人在 臺南市 歸仁區得票數 
2,500003500000000,蔡英文,"26,101",總統副總統選舉 候選人在 臺南市 歸仁區得票數 
3,500003500000000,宋楚瑜,"3,333",總統副總統選舉 候選人在 臺南市 歸仁區得票數 
1,500003600000000,朱立倫,"3,967",總統副總統選舉 候選人在 臺南市 關廟區得票數 
2,500003600000000,蔡英文,"13,807",總統副總統選舉 候選人在 臺南市 關廟區得票數 
3,500003600000000,宋楚瑜,"1,763",總統副總統選舉 候選人在 臺南市 關廟區得票數 
1,500003700000000,朱立倫,555,總統副總統選舉 候選人在 臺南市 龍崎區得票數 
2,500003700000000,蔡英文,"1,643",總統副總統選舉 候選人在 臺南市 龍崎區得票數 
3,500003700000000,宋楚瑜,262,總統副總統選舉 候選人在 臺南市 龍崎區得票數 
1,600000100000000,朱立倫,862,總統副總統選舉 候選人在 高雄市 桃源區得票數 
2,600000100000000,蔡英文,464,總統副總統選舉 候選人在 高雄市 桃源區得票數 
3,600000100000000,宋楚瑜,341,總統副總統選舉 候選人在 高雄市 桃源區得票數 
1,600000200000000,朱立倫,681,總統副總統選舉 候選人在 高雄市 那瑪夏區得票數 
2,600000200000000,蔡英文,373,總統副總統選舉 候選人在 高雄市 那瑪夏區得票數 
3,600000200000000,宋楚瑜,163,總統副總統選舉 候選人在 高雄市 那瑪夏區得票數 
1,600000300000000,朱立倫,"1,021",總統副總統選舉 候選人在 高雄市 甲仙區得票數 
2,600000300000000,蔡英文,"1,678",總統副總統選舉 候選人在 高雄市 甲仙區得票數 
3,600000300000000,宋楚瑜,427,總統副總統選舉 候選人在 高雄市 甲仙區得票數 
1,600000400000000,朱立倫,"1,617",總統副總統選舉 候選人在 高雄市 六龜區得票數 
2,600000400000000,蔡英文,"4,145",總統副總統選舉 候選人在 高雄市 六龜區得票數 
3,600000400000000,宋楚瑜,679,總統副總統選舉 候選人在 高雄市 六龜區得票數 
1,600000500000000,朱立倫,"1,643",總統副總統選舉 候選人在 高雄市 杉林區得票數 
2,600000500000000,蔡英文,"3,660",總統副總統選舉 候選人在 高雄市 杉林區得票數 
3,600000500000000,宋楚瑜,557,總統副總統選舉 候選人在 高雄市 杉林區得票數 
1,600000600000000,朱立倫,"2,162",總統副總統選舉 候選人在 高雄市 內門區得票數 
2,600000600000000,蔡英文,"5,440",總統副總統選舉 候選人在 高雄市 內門區得票數 
3,600000600000000,宋楚瑜,853,總統副總統選舉 候選人在 高雄市 內門區得票數 
1,600000700000000,朱立倫,"4,942",總統副總統選舉 候選人在 高雄市 旗山區得票數 
2,600000700000000,蔡英文,"13,840",總統副總統選舉 候選人在 高雄市 旗山區得票數 
3,600000700000000,宋楚瑜,"2,101",總統副總統選舉 候選人在 高雄市 旗山區得票數 
1,600000800000000,朱立倫,"6,801",總統副總統選舉 候選人在 高雄市 美濃區得票數 
2,600000800000000,蔡英文,"13,471",總統副總統選舉 候選人在 高雄市 美濃區得票數 
3,600000800000000,宋楚瑜,"2,496",總統副總統選舉 候選人在 高雄市 美濃區得票數 
1,600000900000000,朱立倫,577,總統副總統選舉 候選人在 高雄市 茂林區得票數 
2,600000900000000,蔡英文,166,總統副總統選舉 候選人在 高雄市 茂林區得票數 
3,600000900000000,宋楚瑜,152,總統副總統選舉 候選人在 高雄市 茂林區得票數 
1,600001000000000,朱立倫,"3,133",總統副總統選舉 候選人在 高雄市 阿蓮區得票數 
2,600001000000000,蔡英文,"11,280",總統副總統選舉 候選人在 高雄市 阿蓮區得票數 
3,600001000000000,宋楚瑜,"1,556",總統副總統選舉 候選人在 高雄市 阿蓮區得票數 
1,600001100000000,朱立倫,884,總統副總統選舉 候選人在 高雄市 田寮區得票數 
2,600001100000000,蔡英文,"3,250",總統副總統選舉 候選人在 高雄市 田寮區得票數 
3,600001100000000,宋楚瑜,446,總統副總統選舉 候選人在 高雄市 田寮區得票數 
1,600001200000000,朱立倫,"4,126",總統副總統選舉 候選人在 高雄市 燕巢區得票數 
2,600001200000000,蔡英文,"11,445",總統副總統選舉 候選人在 高雄市 燕巢區得票數 
3,600001200000000,宋楚瑜,"1,701",總統副總統選舉 候選人在 高雄市 燕巢區得票數 
1,600001300000000,朱立倫,"3,985",總統副總統選舉 候選人在 高雄市 大社區得票數 
2,600001300000000,蔡英文,"13,663",總統副總統選舉 候選人在 高雄市 大社區得票數 
3,600001300000000,宋楚瑜,"2,038",總統副總統選舉 候選人在 高雄市 大社區得票數 
1,600001400000000,朱立倫,"5,392",總統副總統選舉 候選人在 高雄市 大樹區得票數 
2,600001400000000,蔡英文,"17,115",總統副總統選舉 候選人在 高雄市 大樹區得票數 
3,600001400000000,宋楚瑜,"2,069",總統副總統選舉 候選人在 高雄市 大樹區得票數 
1,600001500000000,朱立倫,"3,018",總統副總統選舉 候選人在 高雄市 茄萣區得票數 
2,600001500000000,蔡英文,"11,172",總統副總統選舉 候選人在 高雄市 茄萣區得票數 
3,600001500000000,宋楚瑜,"1,950",總統副總統選舉 候選人在 高雄市 茄萣區得票數 
1,600001600000000,朱立倫,"3,386",總統副總統選舉 候選人在 高雄市 湖內區得票數 
2,600001600000000,蔡英文,"11,145",總統副總統選舉 候選人在 高雄市 湖內區得票數 
3,600001600000000,宋楚瑜,"1,757",總統副總統選舉 候選人在 高雄市 湖內區得票數 
1,600001700000000,朱立倫,"6,622",總統副總統選舉 候選人在 高雄市 路竹區得票數 
2,600001700000000,蔡英文,"18,661",總統副總統選舉 候選人在 高雄市 路竹區得票數 
3,600001700000000,宋楚瑜,"3,154",總統副總統選舉 候選人在 高雄市 路竹區得票數 
1,600001800000000,朱立倫,"1,754",總統副總統選舉 候選人在 高雄市 永安區得票數 
2,600001800000000,蔡英文,"5,023",總統副總統選舉 候選人在 高雄市 永安區得票數 
3,600001800000000,宋楚瑜,889,總統副總統選舉 候選人在 高雄市 永安區得票數 
1,600001900000000,朱立倫,"14,645",總統副總統選舉 候選人在 高雄市 岡山區得票數 
2,600001900000000,蔡英文,"32,841",總統副總統選舉 候選人在 高雄市 岡山區得票數 
3,600001900000000,宋楚瑜,"6,424",總統副總統選舉 候選人在 高雄市 岡山區得票數 
1,600002000000000,朱立倫,"2,771",總統副總統選舉 候選人在 高雄市 彌陀區得票數 
2,600002000000000,蔡英文,"7,127",總統副總統選舉 候選人在 高雄市 彌陀區得票數 
3,600002000000000,宋楚瑜,"1,331",總統副總統選舉 候選人在 高雄市 彌陀區得票數 
1,600002100000000,朱立倫,"4,072",總統副總統選舉 候選人在 高雄市 梓官區得票數 
2,600002100000000,蔡英文,"14,812",總統副總統選舉 候選人在 高雄市 梓官區得票數 
3,600002100000000,宋楚瑜,"1,990",總統副總統選舉 候選人在 高雄市 梓官區得票數 
1,600002300000000,朱立倫,"26,817",總統副總統選舉 候選人在 高雄市 楠梓區得票數 
2,600002300000000,蔡英文,"57,284",總統副總統選舉 候選人在 高雄市 楠梓區得票數 
3,600002300000000,宋楚瑜,"10,566",總統副總統選舉 候選人在 高雄市 楠梓區得票數 
1,600002200000000,朱立倫,"4,476",總統副總統選舉 候選人在 高雄市 橋頭區得票數 
2,600002200000000,蔡英文,"16,051",總統副總統選舉 候選人在 高雄市 橋頭區得票數 
3,600002200000000,宋楚瑜,"1,920",總統副總統選舉 候選人在 高雄市 橋頭區得票數 
1,600002400000000,朱立倫,"33,590",總統副總統選舉 候選人在 高雄市 左營區得票數 
2,600002400000000,蔡英文,"53,842",總統副總統選舉 候選人在 高雄市 左營區得票數 
3,600002400000000,宋楚瑜,"11,838",總統副總統選舉 候選人在 高雄市 左營區得票數 
1,600002500000000,朱立倫,"9,011",總統副總統選舉 候選人在 高雄市 仁武區得票數 
2,600002500000000,蔡英文,"30,598",總統副總統選舉 候選人在 高雄市 仁武區得票數 
3,600002500000000,宋楚瑜,"4,820",總統副總統選舉 候選人在 高雄市 仁武區得票數 
1,600002600000000,朱立倫,"6,180",總統副總統選舉 候選人在 高雄市 鳥松區得票數 
2,600002600000000,蔡英文,"16,323",總統副總統選舉 候選人在 高雄市 鳥松區得票數 
3,600002600000000,宋楚瑜,"2,495",總統副總統選舉 候選人在 高雄市 鳥松區得票數 
1,600002700000000,朱立倫,"13,625",總統副總統選舉 候選人在 高雄市 大寮區得票數 
2,600002700000000,蔡英文,"40,528",總統副總統選舉 候選人在 高雄市 大寮區得票數 
3,600002700000000,宋楚瑜,"6,268",總統副總統選舉 候選人在 高雄市 大寮區得票數 
1,600002800000000,朱立倫,"6,982",總統副總統選舉 候選人在 高雄市 林園區得票數 
2,600002800000000,蔡英文,"25,904",總統副總統選舉 候選人在 高雄市 林園區得票數 
3,600002800000000,宋楚瑜,"3,519",總統副總統選舉 候選人在 高雄市 林園區得票數 
1,600002900000000,朱立倫,"21,871",總統副總統選舉 候選人在 高雄市 鼓山區得票數 
2,600002900000000,蔡英文,"43,077",總統副總統選舉 候選人在 高雄市 鼓山區得票數 
3,600002900000000,宋楚瑜,"7,728",總統副總統選舉 候選人在 高雄市 鼓山區得票數 
1,600003000000000,朱立倫,"3,748",總統副總統選舉 候選人在 高雄市 鹽埕區得票數 
2,600003000000000,蔡英文,"9,707",總統副總統選舉 候選人在 高雄市 鹽埕區得票數 
3,600003000000000,宋楚瑜,"1,386",總統副總統選舉 候選人在 高雄市 鹽埕區得票數 
1,600003100000000,朱立倫,"2,906",總統副總統選舉 候選人在 高雄市 旗津區得票數 
2,600003100000000,蔡英文,"11,022",總統副總統選舉 候選人在 高雄市 旗津區得票數 
3,600003100000000,宋楚瑜,"1,340",總統副總統選舉 候選人在 高雄市 旗津區得票數 
1,600003200000000,朱立倫,"49,489",總統副總統選舉 候選人在 高雄市 三民區得票數 
2,600003200000000,蔡英文,"122,668",總統副總統選舉 候選人在 高雄市 三民區得票數 
3,600003200000000,宋楚瑜,"19,453",總統副總統選舉 候選人在 高雄市 三民區得票數 
1,600003300000000,朱立倫,"4,531",總統副總統選舉 候選人在 高雄市 前金區得票數 
2,600003300000000,蔡英文,"9,526",總統副總統選舉 候選人在 高雄市 前金區得票數 
3,600003300000000,宋楚瑜,"1,569",總統副總統選舉 候選人在 高雄市 前金區得票數 
1,600003400000000,朱立倫,"8,346",總統副總統選舉 候選人在 高雄市 新興區得票數 
2,600003400000000,蔡英文,"17,932",總統副總統選舉 候選人在 高雄市 新興區得票數 
3,600003400000000,宋楚瑜,"2,901",總統副總統選舉 候選人在 高雄市 新興區得票數 
1,600003500000000,朱立倫,"28,264",總統副總統選舉 候選人在 高雄市 苓雅區得票數 
2,600003500000000,蔡英文,"59,698",總統副總統選舉 候選人在 高雄市 苓雅區得票數 
3,600003500000000,宋楚瑜,"10,019",總統副總統選舉 候選人在 高雄市 苓雅區得票數 
1,600003600000000,朱立倫,"27,045",總統副總統選舉 候選人在 高雄市 前鎮區得票數 
2,600003600000000,蔡英文,"68,743",總統副總統選舉 候選人在 高雄市 前鎮區得票數 
3,600003600000000,宋楚瑜,"10,817",總統副總統選舉 候選人在 高雄市 前鎮區得票數 
1,600003700000000,朱立倫,"51,865",總統副總統選舉 候選人在 高雄市 鳳山區得票數 
2,600003700000000,蔡英文,"116,337",總統副總統選舉 候選人在 高雄市 鳳山區得票數 
3,600003700000000,宋楚瑜,"21,593",總統副總統選舉 候選人在 高雄市 鳳山區得票數 
1,600003800000000,朱立倫,"18,983",總統副總統選舉 候選人在 高雄市 小港區得票數 
2,600003800000000,蔡英文,"55,157",總統副總統選舉 候選人在 高雄市 小港區得票數 
3,600003800000000,宋楚瑜,"8,459",總統副總統選舉 候選人在 高雄市 小港區得票數 
1,708000100000000,朱立倫,"13,955",總統副總統選舉 候選人在 宜蘭縣 宜蘭市得票數 
2,708000100000000,蔡英文,"27,184",總統副總統選舉 候選人在 宜蘭縣 宜蘭市得票數 
3,708000100000000,宋楚瑜,"6,244",總統副總統選舉 候選人在 宜蘭縣 宜蘭市得票數 
1,708000200000000,朱立倫,"9,209",總統副總統選舉 候選人在 宜蘭縣 羅東鎮得票數 
2,708000200000000,蔡英文,"22,361",總統副總統選舉 候選人在 宜蘭縣 羅東鎮得票數 
3,708000200000000,宋楚瑜,"4,207",總統副總統選舉 候選人在 宜蘭縣 羅東鎮得票數 
1,708000300000000,朱立倫,"4,992",總統副總統選舉 候選人在 宜蘭縣 蘇澳鎮得票數 
2,708000300000000,蔡英文,"13,111",總統副總統選舉 候選人在 宜蘭縣 蘇澳鎮得票數 
3,708000300000000,宋楚瑜,"2,601",總統副總統選舉 候選人在 宜蘭縣 蘇澳鎮得票數 
1,708000400000000,朱立倫,"4,530",總統副總統選舉 候選人在 宜蘭縣 頭城鎮得票數 
2,708000400000000,蔡英文,"7,532",總統副總統選舉 候選人在 宜蘭縣 頭城鎮得票數 
3,708000400000000,宋楚瑜,"2,205",總統副總統選舉 候選人在 宜蘭縣 頭城鎮得票數 
1,708000500000000,朱立倫,"4,801",總統副總統選舉 候選人在 宜蘭縣 礁溪鄉得票數 
2,708000500000000,蔡英文,"11,904",總統副總統選舉 候選人在 宜蘭縣 礁溪鄉得票數 
3,708000500000000,宋楚瑜,"2,212",總統副總統選舉 候選人在 宜蘭縣 礁溪鄉得票數 
1,708000600000000,朱立倫,"2,855",總統副總統選舉 候選人在 宜蘭縣 壯圍鄉得票數 
2,708000600000000,蔡英文,"8,542",總統副總統選舉 候選人在 宜蘭縣 壯圍鄉得票數 
3,708000600000000,宋楚瑜,"1,335",總統副總統選舉 候選人在 宜蘭縣 壯圍鄉得票數 
1,708000700000000,朱立倫,"3,576",總統副總統選舉 候選人在 宜蘭縣 員山鄉得票數 
2,708000700000000,蔡英文,"11,324",總統副總統選舉 候選人在 宜蘭縣 員山鄉得票數 
3,708000700000000,宋楚瑜,"1,863",總統副總統選舉 候選人在 宜蘭縣 員山鄉得票數 
1,708000800000000,朱立倫,"5,660",總統副總統選舉 候選人在 宜蘭縣 冬山鄉得票數 
2,708000800000000,蔡英文,"19,571",總統副總統選舉 候選人在 宜蘭縣 冬山鄉得票數 
3,708000800000000,宋楚瑜,"2,937",總統副總統選舉 候選人在 宜蘭縣 冬山鄉得票數 
1,708001000000000,朱立倫,"2,698",總統副總統選舉 候選人在 宜蘭縣 三星鄉得票數 
2,708001000000000,蔡英文,"7,887",總統副總統選舉 候選人在 宜蘭縣 三星鄉得票數 
3,708001000000000,宋楚瑜,"1,325",總統副總統選舉 候選人在 宜蘭縣 三星鄉得票數 
1,708001100000000,朱立倫,"1,155",總統副總統選舉 候選人在 宜蘭縣 大同鄉得票數 
2,708001100000000,蔡英文,625,總統副總統選舉 候選人在 宜蘭縣 大同鄉得票數 
3,708001100000000,宋楚瑜,"1,068",總統副總統選舉 候選人在 宜蘭縣 大同鄉得票數 
1,708000900000000,朱立倫,"4,424",總統副總統選舉 候選人在 宜蘭縣 五結鄉得票數 
2,708000900000000,蔡英文,"14,350",總統副總統選舉 候選人在 宜蘭縣 五結鄉得票數 
3,708000900000000,宋楚瑜,"2,379",總統副總統選舉 候選人在 宜蘭縣 五結鄉得票數 
1,708001200000000,朱立倫,"1,361",總統副總統選舉 候選人在 宜蘭縣 南澳鄉得票數 
2,708001200000000,蔡英文,407,總統副總統選舉 候選人在 宜蘭縣 南澳鄉得票數 
3,708001200000000,宋楚瑜,912,總統副總統選舉 候選人在 宜蘭縣 南澳鄉得票數 
1,701000500000000,朱立倫,"14,494",總統副總統選舉 候選人在 新竹縣 湖口鄉得票數 
2,701000500000000,蔡英文,"15,034",總統副總統選舉 候選人在 新竹縣 湖口鄉得票數 
3,701000500000000,宋楚瑜,"8,534",總統副總統選舉 候選人在 新竹縣 湖口鄉得票數 
1,701000600000000,朱立倫,"9,032",總統副總統選舉 候選人在 新竹縣 新豐鄉得票數 
2,701000600000000,蔡英文,"11,998",總統副總統選舉 候選人在 新竹縣 新豐鄉得票數 
3,701000600000000,宋楚瑜,"6,149",總統副總統選舉 候選人在 新竹縣 新豐鄉得票數 
1,701000100000000,朱立倫,"24,942",總統副總統選舉 候選人在 新竹縣 竹北市得票數 
2,701000100000000,蔡英文,"38,244",總統副總統選舉 候選人在 新竹縣 竹北市得票數 
3,701000100000000,宋楚瑜,"16,512",總統副總統選舉 候選人在 新竹縣 竹北市得票數 
1,701000200000000,朱立倫,"18,414",總統副總統選舉 候選人在 新竹縣 竹東鎮得票數 
2,701000200000000,蔡英文,"17,130",總統副總統選舉 候選人在 新竹縣 竹東鎮得票數 
3,701000200000000,宋楚瑜,"11,811",總統副總統選舉 候選人在 新竹縣 竹東鎮得票數 
1,701000300000000,朱立倫,"5,991",總統副總統選舉 候選人在 新竹縣 新埔鎮得票數 
2,701000300000000,蔡英文,"9,047",總統副總統選舉 候選人在 新竹縣 新埔鎮得票數 
3,701000300000000,宋楚瑜,"3,740",總統副總統選舉 候選人在 新竹縣 新埔鎮得票數 
1,701000400000000,朱立倫,"5,954",總統副總統選舉 候選人在 新竹縣 關西鎮得票數 
2,701000400000000,蔡英文,"7,114",總統副總統選舉 候選人在 新竹縣 關西鎮得票數 
3,701000400000000,宋楚瑜,"3,107",總統副總統選舉 候選人在 新竹縣 關西鎮得票數 
1,701000800000000,朱立倫,"3,088",總統副總統選舉 候選人在 新竹縣 橫山鄉得票數 
2,701000800000000,蔡英文,"2,636",總統副總統選舉 候選人在 新竹縣 橫山鄉得票數 
3,701000800000000,宋楚瑜,"1,650",總統副總統選舉 候選人在 新竹縣 橫山鄉得票數 
1,701000700000000,朱立倫,"4,160",總統副總統選舉 候選人在 新竹縣 芎林鄉得票數 
2,701000700000000,蔡英文,"4,498",總統副總統選舉 候選人在 新竹縣 芎林鄉得票數 
3,701000700000000,宋楚瑜,"2,423",總統副總統選舉 候選人在 新竹縣 芎林鄉得票數 
1,701000900000000,朱立倫,"1,892",總統副總統選舉 候選人在 新竹縣 北埔鄉得票數 
2,701000900000000,蔡英文,"2,004",總統副總統選舉 候選人在 新竹縣 北埔鄉得票數 
3,701000900000000,宋楚瑜,"1,228",總統副總統選舉 候選人在 新竹縣 北埔鄉得票數 
1,701001000000000,朱立倫,"3,076",總統副總統選舉 候選人在 新竹縣 寶山鄉得票數 
2,701001000000000,蔡英文,"3,266",總統副總統選舉 候選人在 新竹縣 寶山鄉得票數 
3,701001000000000,宋楚瑜,"1,541",總統副總統選舉 候選人在 新竹縣 寶山鄉得票數 
1,701001100000000,朱立倫,"1,187",總統副總統選舉 候選人在 新竹縣 峨眉鄉得票數 
2,701001100000000,蔡英文,"1,564",總統副總統選舉 候選人在 新竹縣 峨眉鄉得票數 
3,701001100000000,宋楚瑜,570,總統副總統選舉 候選人在 新竹縣 峨眉鄉得票數 
1,701001200000000,朱立倫,"1,586",總統副總統選舉 候選人在 新竹縣 尖石鄉得票數 
2,701001200000000,蔡英文,972,總統副總統選舉 候選人在 新竹縣 尖石鄉得票數 
3,701001200000000,宋楚瑜,"1,373",總統副總統選舉 候選人在 新竹縣 尖石鄉得票數 
1,701001300000000,朱立倫,787,總統副總統選舉 候選人在 新竹縣 五峰鄉得票數 
2,701001300000000,蔡英文,516,總統副總統選舉 候選人在 新竹縣 五峰鄉得票數 
3,701001300000000,宋楚瑜,872,總統副總統選舉 候選人在 新竹縣 五峰鄉得票數 
1,702000100000000,朱立倫,"13,324",總統副總統選舉 候選人在 苗栗縣 竹南鎮得票數 
2,702000100000000,蔡英文,"20,684",總統副總統選舉 候選人在 苗栗縣 竹南鎮得票數 
3,702000100000000,宋楚瑜,"7,873",總統副總統選舉 候選人在 苗栗縣 竹南鎮得票數 
1,702000200000000,朱立倫,"2,858",總統副總統選舉 候選人在 苗栗縣 造橋鄉得票數 
2,702000200000000,蔡英文,"2,899",總統副總統選舉 候選人在 苗栗縣 造橋鄉得票數 
3,702000200000000,宋楚瑜,"1,208",總統副總統選舉 候選人在 苗栗縣 造橋鄉得票數 
1,702000300000000,朱立倫,"6,379",總統副總統選舉 候選人在 苗栗縣 後龍鎮得票數 
2,702000300000000,蔡英文,"9,743",總統副總統選舉 候選人在 苗栗縣 後龍鎮得票數 
3,702000300000000,宋楚瑜,"2,672",總統副總統選舉 候選人在 苗栗縣 後龍鎮得票數 
1,702000400000000,朱立倫,"1,884",總統副總統選舉 候選人在 苗栗縣 西湖鄉得票數 
2,702000400000000,蔡英文,"1,389",總統副總統選舉 候選人在 苗栗縣 西湖鄉得票數 
3,702000400000000,宋楚瑜,729,總統副總統選舉 候選人在 苗栗縣 西湖鄉得票數 
1,702000900000000,朱立倫,"19,694",總統副總統選舉 候選人在 苗栗縣 頭份市得票數 
2,702000900000000,蔡英文,"19,700",總統副總統選舉 候選人在 苗栗縣 頭份市得票數 
3,702000900000000,宋楚瑜,"9,618",總統副總統選舉 候選人在 苗栗縣 頭份市得票數 
1,702000500000000,朱立倫,"5,751",總統副總統選舉 候選人在 苗栗縣 通霄鎮得票數 
2,702000500000000,蔡英文,"10,776",總統副總統選舉 候選人在 苗栗縣 通霄鎮得票數 
3,702000500000000,宋楚瑜,"2,648",總統副總統選舉 候選人在 苗栗縣 通霄鎮得票數 
1,702001000000000,朱立倫,"1,666",總統副總統選舉 候選人在 苗栗縣 三灣鄉得票數 
2,702001000000000,蔡英文,"1,609",總統副總統選舉 候選人在 苗栗縣 三灣鄉得票數 
3,702001000000000,宋楚瑜,659,總統副總統選舉 候選人在 苗栗縣 三灣鄉得票數 
1,702000600000000,朱立倫,"4,407",總統副總統選舉 候選人在 苗栗縣 銅鑼鄉得票數 
2,702000600000000,蔡英文,"3,647",總統副總統選舉 候選人在 苗栗縣 銅鑼鄉得票數 
3,702000600000000,宋楚瑜,"1,638",總統副總統選舉 候選人在 苗栗縣 銅鑼鄉得票數 
1,702000700000000,朱立倫,"6,519",總統副總統選舉 候選人在 苗栗縣 苑裡鎮得票數 
2,702000700000000,蔡英文,"16,057",總統副總統選舉 候選人在 苗栗縣 苑裡鎮得票數 
3,702000700000000,宋楚瑜,"3,005",總統副總統選舉 候選人在 苗栗縣 苑裡鎮得票數 
1,702000800000000,朱立倫,"3,866",總統副總統選舉 候選人在 苗栗縣 三義鄉得票數 
2,702000800000000,蔡英文,"3,698",總統副總統選舉 候選人在 苗栗縣 三義鄉得票數 
3,702000800000000,宋楚瑜,"1,649",總統副總統選舉 候選人在 苗栗縣 三義鄉得票數 
1,702001100000000,朱立倫,"2,365",總統副總統選舉 候選人在 苗栗縣 南庄鄉得票數 
2,702001100000000,蔡英文,"1,830",總統副總統選舉 候選人在 苗栗縣 南庄鄉得票數 
3,702001100000000,宋楚瑜,"1,088",總統副總統選舉 候選人在 苗栗縣 南庄鄉得票數 
1,702001200000000,朱立倫,"20,505",總統副總統選舉 候選人在 苗栗縣 苗栗市得票數 
