can_number,region_number,can_name,can_vote,region_name
2,708000700000000,蔡英文,"11,324",宜蘭縣員山鄉
3,708000700000000,宋楚瑜,"1,863",宜蘭縣員山鄉
1,708000800000000,朱立倫,"5,660",宜蘭縣冬山鄉
2,708000800000000,蔡英文,"19,571",宜蘭縣冬山鄉
3,708000800000000,宋楚瑜,"2,937",宜蘭縣冬山鄉
1,708001000000000,朱立倫,"2,698",宜蘭縣三星鄉
2,708001000000000,蔡英文,"7,887",宜蘭縣三星鄉
3,708001000000000,宋楚瑜,"1,325",宜蘭縣三星鄉
1,708001100000000,朱立倫,"1,155",宜蘭縣大同鄉
2,708001100000000,蔡英文,625,宜蘭縣大同鄉
3,708001100000000,宋楚瑜,"1,068",宜蘭縣大同鄉
1,708000900000000,朱立倫,"4,424",宜蘭縣五結鄉
2,708000900000000,蔡英文,"14,350",宜蘭縣五結鄉
3,708000900000000,宋楚瑜,"2,379",宜蘭縣五結鄉
1,708001200000000,朱立倫,"1,361",宜蘭縣南澳鄉
2,708001200000000,蔡英文,407,宜蘭縣南澳鄉
3,708001200000000,宋楚瑜,912,宜蘭縣南澳鄉
1,701000500000000,朱立倫,"14,494",新竹縣湖口鄉
2,701000500000000,蔡英文,"15,034",新竹縣湖口鄉
3,701000500000000,宋楚瑜,"8,534",新竹縣湖口鄉
1,701000600000000,朱立倫,"9,032",新竹縣新豐鄉
2,701000600000000,蔡英文,"11,998",新竹縣新豐鄉
3,701000600000000,宋楚瑜,"6,149",新竹縣新豐鄉
1,701000100000000,朱立倫,"24,942",新竹縣竹北市
2,701000100000000,蔡英文,"38,244",新竹縣竹北市
3,701000100000000,宋楚瑜,"16,512",新竹縣竹北市
1,701000200000000,朱立倫,"18,414",新竹縣竹東鎮
2,701000200000000,蔡英文,"17,130",新竹縣竹東鎮
3,701000200000000,宋楚瑜,"11,811",新竹縣竹東鎮
1,701000300000000,朱立倫,"5,991",新竹縣新埔鎮
2,701000300000000,蔡英文,"9,047",新竹縣新埔鎮
3,701000300000000,宋楚瑜,"3,740",新竹縣新埔鎮
1,701000400000000,朱立倫,"5,954",新竹縣關西鎮
2,701000400000000,蔡英文,"7,114",新竹縣關西鎮
3,701000400000000,宋楚瑜,"3,107",新竹縣關西鎮
1,701000800000000,朱立倫,"3,088",新竹縣橫山鄉
2,701000800000000,蔡英文,"2,636",新竹縣橫山鄉
3,701000800000000,宋楚瑜,"1,650",新竹縣橫山鄉
1,701000700000000,朱立倫,"4,160",新竹縣芎林鄉
2,701000700000000,蔡英文,"4,498",新竹縣芎林鄉
3,701000700000000,宋楚瑜,"2,423",新竹縣芎林鄉
1,701000900000000,朱立倫,"1,892",新竹縣北埔鄉
2,701000900000000,蔡英文,"2,004",新竹縣北埔鄉
3,701000900000000,宋楚瑜,"1,228",新竹縣北埔鄉
1,701001000000000,朱立倫,"3,076",新竹縣寶山鄉
2,701001000000000,蔡英文,"3,266",新竹縣寶山鄉
3,701001000000000,宋楚瑜,"1,541",新竹縣寶山鄉
1,701001100000000,朱立倫,"1,187",新竹縣峨眉鄉
2,701001100000000,蔡英文,"1,564",新竹縣峨眉鄉
3,701001100000000,宋楚瑜,570,新竹縣峨眉鄉
1,701001200000000,朱立倫,"1,586",新竹縣尖石鄉
2,701001200000000,蔡英文,972,新竹縣尖石鄉
3,701001200000000,宋楚瑜,"1,373",新竹縣尖石鄉
1,701001300000000,朱立倫,787,新竹縣五峰鄉
2,701001300000000,蔡英文,516,新竹縣五峰鄉
3,701001300000000,宋楚瑜,872,新竹縣五峰鄉
1,702000100000000,朱立倫,"13,324",苗栗縣竹南鎮
2,702000100000000,蔡英文,"20,684",苗栗縣竹南鎮
3,702000100000000,宋楚瑜,"7,873",苗栗縣竹南鎮
1,702000200000000,朱立倫,"2,858",苗栗縣造橋鄉
2,702000200000000,蔡英文,"2,899",苗栗縣造橋鄉
3,702000200000000,宋楚瑜,"1,208",苗栗縣造橋鄉
1,702000300000000,朱立倫,"6,379",苗栗縣後龍鎮
2,702000300000000,蔡英文,"9,743",苗栗縣後龍鎮
3,702000300000000,宋楚瑜,"2,672",苗栗縣後龍鎮
1,702000400000000,朱立倫,"1,884",苗栗縣西湖鄉
2,702000400000000,蔡英文,"1,389",苗栗縣西湖鄉
3,702000400000000,宋楚瑜,729,苗栗縣西湖鄉
1,702000900000000,朱立倫,"19,694",苗栗縣頭份市
2,702000900000000,蔡英文,"19,700",苗栗縣頭份市
3,702000900000000,宋楚瑜,"9,618",苗栗縣頭份市
1,702000500000000,朱立倫,"5,751",苗栗縣通霄鎮
2,702000500000000,蔡英文,"10,776",苗栗縣通霄鎮
3,702000500000000,宋楚瑜,"2,648",苗栗縣通霄鎮
1,702001000000000,朱立倫,"1,666",苗栗縣三灣鄉
2,702001000000000,蔡英文,"1,609",苗栗縣三灣鄉
3,702001000000000,宋楚瑜,659,苗栗縣三灣鄉
1,702000600000000,朱立倫,"4,407",苗栗縣銅鑼鄉
2,702000600000000,蔡英文,"3,647",苗栗縣銅鑼鄉
3,702000600000000,宋楚瑜,"1,638",苗栗縣銅鑼鄉
1,702000700000000,朱立倫,"6,519",苗栗縣苑裡鎮
2,702000700000000,蔡英文,"16,057",苗栗縣苑裡鎮
3,702000700000000,宋楚瑜,"3,005",苗栗縣苑裡鎮
1,702000800000000,朱立倫,"3,866",苗栗縣三義鄉
2,702000800000000,蔡英文,"3,698",苗栗縣三義鄉
3,702000800000000,宋楚瑜,"1,649",苗栗縣三義鄉
1,702001100000000,朱立倫,"2,365",苗栗縣南庄鄉
2,702001100000000,蔡英文,"1,830",苗栗縣南庄鄉
3,702001100000000,宋楚瑜,"1,088",苗栗縣南庄鄉
1,702001200000000,朱立倫,"20,505",苗栗縣苗栗市
2,702001200000000,蔡英文,"18,223",苗栗縣苗栗市
3,702001200000000,宋楚瑜,"7,614",苗栗縣苗栗市
1,702001300000000,朱立倫,"2,757",苗栗縣頭屋鄉
2,702001300000000,蔡英文,"2,374",苗栗縣頭屋鄉
3,702001300000000,宋楚瑜,994,苗栗縣頭屋鄉
1,702001400000000,朱立倫,"1,185",苗栗縣獅潭鄉
2,702001400000000,蔡英文,888,苗栗縣獅潭鄉
3,702001400000000,宋楚瑜,429,苗栗縣獅潭鄉
1,702001500000000,朱立倫,"7,136",苗栗縣公館鄉
2,702001500000000,蔡英文,"7,559",苗栗縣公館鄉
3,702001500000000,宋楚瑜,"3,358",苗栗縣公館鄉
1,702001600000000,朱立倫,"3,189",苗栗縣大湖鄉
2,702001600000000,蔡英文,"3,110",苗栗縣大湖鄉
3,702001600000000,宋楚瑜,"1,309",苗栗縣大湖鄉
1,702001700000000,朱立倫,"1,362",苗栗縣泰安鄉
2,702001700000000,蔡英文,764,苗栗縣泰安鄉
3,702001700000000,宋楚瑜,"1,056",苗栗縣泰安鄉
1,702001800000000,朱立倫,"2,932",苗栗縣卓蘭鎮
2,702001800000000,蔡英文,"5,511",苗栗縣卓蘭鎮
3,702001800000000,宋楚瑜,"1,241",苗栗縣卓蘭鎮
1,703000100000000,朱立倫,"5,634",彰化縣伸港鄉
2,703000100000000,蔡英文,"9,868",彰化縣伸港鄉
3,703000100000000,宋楚瑜,"2,981",彰化縣伸港鄉
1,703000200000000,朱立倫,"2,835",彰化縣線西鄉
2,703000200000000,蔡英文,"4,214",彰化縣線西鄉
3,703000200000000,宋楚瑜,"1,669",彰化縣線西鄉
1,703000300000000,朱立倫,"13,666",彰化縣和美鎮
2,703000300000000,蔡英文,"26,319",彰化縣和美鎮
3,703000300000000,宋楚瑜,"7,420",彰化縣和美鎮
1,703000400000000,朱立倫,"12,025",彰化縣鹿港鎮
2,703000400000000,蔡英文,"27,375",彰化縣鹿港鎮
3,703000400000000,宋楚瑜,"6,368",彰化縣鹿港鎮
1,703000500000000,朱立倫,"6,524",彰化縣福興鄉
2,703000500000000,蔡英文,"15,127",彰化縣福興鄉
3,703000500000000,宋楚瑜,"3,613",彰化縣福興鄉
1,703000600000000,朱立倫,"5,823",彰化縣秀水鄉
2,703000600000000,蔡英文,"12,101",彰化縣秀水鄉
3,703000600000000,宋楚瑜,"2,973",彰化縣秀水鄉
1,703001000000000,朱立倫,"4,150",彰化縣芳苑鄉
2,703001000000000,蔡英文,"10,625",彰化縣芳苑鄉
3,703001000000000,宋楚瑜,"2,310",彰化縣芳苑鄉
1,703000700000000,朱立倫,"37,141",彰化縣彰化市
2,703000700000000,蔡英文,"67,694",彰化縣彰化市
3,703000700000000,宋楚瑜,"20,319",彰化縣彰化市
1,703000800000000,朱立倫,"7,727",彰化縣花壇鄉
2,703000800000000,蔡英文,"13,308",彰化縣花壇鄉
3,703000800000000,宋楚瑜,"3,846",彰化縣花壇鄉
1,703000900000000,朱立倫,"3,347",彰化縣芬園鄉
2,703000900000000,蔡英文,"8,144",彰化縣芬園鄉
3,703000900000000,宋楚瑜,"2,156",彰化縣芬園鄉
1,703001100000000,朱立倫,"8,543",彰化縣二林鎮
2,703001100000000,蔡英文,"13,510",彰化縣二林鎮
3,703001100000000,宋楚瑜,"3,754",彰化縣二林鎮
1,703001200000000,朱立倫,"5,755",彰化縣埔鹽鄉
2,703001200000000,蔡英文,"8,875",彰化縣埔鹽鄉
3,703001200000000,宋楚瑜,"2,632",彰化縣埔鹽鄉
1,703001300000000,朱立倫,"8,256",彰化縣溪湖鎮
2,703001300000000,蔡英文,"15,300",彰化縣溪湖鎮
3,703001300000000,宋楚瑜,"4,439",彰化縣溪湖鎮
1,703001400000000,朱立倫,"4,529",彰化縣埔心鄉
2,703001400000000,蔡英文,"11,196",彰化縣埔心鄉
3,703001400000000,宋楚瑜,"2,607",彰化縣埔心鄉
1,703001500000000,朱立倫,"2,551",彰化縣大城鄉
2,703001500000000,蔡英文,"4,355",彰化縣大城鄉
3,703001500000000,宋楚瑜,"1,300",彰化縣大城鄉
1,703001600000000,朱立倫,"2,081",彰化縣竹塘鄉
2,703001600000000,蔡英文,"5,187",彰化縣竹塘鄉
3,703001600000000,宋楚瑜,711,彰化縣竹塘鄉
1,703001700000000,朱立倫,"4,237",彰化縣埤頭鄉
2,703001700000000,蔡英文,"9,353",彰化縣埤頭鄉
3,703001700000000,宋楚瑜,"2,022",彰化縣埤頭鄉
1,703001800000000,朱立倫,"5,040",彰化縣北斗鎮
2,703001800000000,蔡英文,"9,530",彰化縣北斗鎮
3,703001800000000,宋楚瑜,"2,357",彰化縣北斗鎮
1,703001900000000,朱立倫,"3,704",彰化縣溪州鄉
2,703001900000000,蔡英文,"10,513",彰化縣溪州鄉
3,703001900000000,宋楚瑜,"1,882",彰化縣溪州鄉
1,703002300000000,朱立倫,"6,133",彰化縣社頭鄉
2,703002300000000,蔡英文,"13,541",彰化縣社頭鄉
3,703002300000000,宋楚瑜,"2,880",彰化縣社頭鄉
1,703002000000000,朱立倫,"5,314",彰化縣大村鄉
2,703002000000000,蔡英文,"10,862",彰化縣大村鄉
3,703002000000000,宋楚瑜,"2,745",彰化縣大村鄉
1,703002100000000,朱立倫,"19,318",彰化縣員林市
2,703002100000000,蔡英文,"34,982",彰化縣員林市
3,703002100000000,宋楚瑜,"9,404",彰化縣員林市
1,703002200000000,朱立倫,"5,520",彰化縣永靖鄉
2,703002200000000,蔡英文,"11,438",彰化縣永靖鄉
3,703002200000000,宋楚瑜,"2,756",彰化縣永靖鄉
1,703002400000000,朱立倫,"4,153",彰化縣田尾鄉
2,703002400000000,蔡英文,"8,201",彰化縣田尾鄉
3,703002400000000,宋楚瑜,"1,882",彰化縣田尾鄉
1,703002500000000,朱立倫,"6,580",彰化縣田中鎮
2,703002500000000,蔡英文,"12,088",彰化縣田中鎮
3,703002500000000,宋楚瑜,"2,702",彰化縣田中鎮
1,703002600000000,朱立倫,"2,531",彰化縣二水鄉
2,703002600000000,蔡英文,"5,030",彰化縣二水鄉
3,703002600000000,宋楚瑜,"1,079",彰化縣二水鄉
1,704000100000000,朱立倫,"15,804",南投縣草屯鎮
2,704000100000000,蔡英文,"27,856",南投縣草屯鎮
3,704000100000000,宋楚瑜,"8,224",南投縣草屯鎮
1,704000200000000,朱立倫,"3,235",南投縣國姓鄉
2,704000200000000,蔡英文,"4,922",南投縣國姓鄉
3,704000200000000,宋楚瑜,"1,724",南投縣國姓鄉
1,704000600000000,朱立倫,"2,362",南投縣魚池鄉
2,704000600000000,蔡英文,"4,481",南投縣魚池鄉
3,704000600000000,宋楚瑜,"1,051",南投縣魚池鄉
1,704000300000000,朱立倫,"13,637",南投縣埔里鎮
2,704000300000000,蔡英文,"20,110",南投縣埔里鎮
3,704000300000000,宋楚瑜,"6,412",南投縣埔里鎮
1,704000400000000,朱立倫,"3,424",南投縣仁愛鄉
2,704000400000000,蔡英文,"1,506",南投縣仁愛鄉
3,704000400000000,宋楚瑜,"1,749",南投縣仁愛鄉
1,704000500000000,朱立倫,"2,268",南投縣中寮鄉
2,704000500000000,蔡英文,"4,496",南投縣中寮鄉
3,704000500000000,宋楚瑜,"1,125",南投縣中寮鄉
1,704000700000000,朱立倫,"17,852",南投縣南投市
2,704000700000000,蔡英文,"26,668",南投縣南投市
3,704000700000000,宋楚瑜,"9,164",南投縣南投市
1,704000800000000,朱立倫,"5,359",南投縣名間鄉
2,704000800000000,蔡英文,"13,338",南投縣名間鄉
3,704000800000000,宋楚瑜,"2,612",南投縣名間鄉
1,704000900000000,朱立倫,"1,819",南投縣集集鎮
2,704000900000000,蔡英文,"3,121",南投縣集集鎮
3,704000900000000,宋楚瑜,922,南投縣集集鎮
1,704001000000000,朱立倫,"8,490",南投縣竹山鎮
2,704001000000000,蔡英文,"16,788",南投縣竹山鎮
3,704001000000000,宋楚瑜,"3,659",南投縣竹山鎮
1,704001100000000,朱立倫,"3,045",南投縣鹿谷鄉
2,704001100000000,蔡英文,"5,190",南投縣鹿谷鄉
3,704001100000000,宋楚瑜,"1,473",南投縣鹿谷鄉
1,704001200000000,朱立倫,"3,020",南投縣水里鄉
2,704001200000000,蔡英文,"4,771",南投縣水里鄉
3,704001200000000,宋楚瑜,"1,537",南投縣水里鄉
1,704001300000000,朱立倫,"3,289",南投縣信義鄉
2,704001300000000,蔡英文,"2,857",南投縣信義鄉
3,704001300000000,宋楚瑜,"1,216",南投縣信義鄉
1,705000100000000,朱立倫,"5,329",雲林縣麥寮鄉
2,705000100000000,蔡英文,"9,969",雲林縣麥寮鄉
3,705000100000000,宋楚瑜,"2,734",雲林縣麥寮鄉
1,705000200000000,朱立倫,"3,699",雲林縣臺西鄉
2,705000200000000,蔡英文,"6,092",雲林縣臺西鄉
3,705000200000000,宋楚瑜,"1,712",雲林縣臺西鄉
1,705000300000000,朱立倫,"2,195",雲林縣東勢鄉
2,705000300000000,蔡英文,"4,436",雲林縣東勢鄉
3,705000300000000,宋楚瑜,901,雲林縣東勢鄉
1,705000400000000,朱立倫,"1,875",雲林縣褒忠鄉
2,705000400000000,蔡英文,"4,249",雲林縣褒忠鄉
3,705000400000000,宋楚瑜,797,雲林縣褒忠鄉
1,705000500000000,朱立倫,"3,483",雲林縣土庫鎮
2,705000500000000,蔡英文,"9,628",雲林縣土庫鎮
3,705000500000000,宋楚瑜,"1,848",雲林縣土庫鎮
1,705000600000000,朱立倫,"10,254",雲林縣虎尾鎮
2,705000600000000,蔡英文,"20,093",雲林縣虎尾鎮
3,705000600000000,宋楚瑜,"4,650",雲林縣虎尾鎮
1,705000700000000,朱立倫,"2,794",雲林縣四湖鄉
2,705000700000000,蔡英文,"6,954",雲林縣四湖鄉
3,705000700000000,宋楚瑜,"1,256",雲林縣四湖鄉
1,705000800000000,朱立倫,"2,909",雲林縣元長鄉
2,705000800000000,蔡英文,"8,804",雲林縣元長鄉
3,705000800000000,宋楚瑜,"1,297",雲林縣元長鄉
1,705000900000000,朱立倫,"2,807",雲林縣口湖鄉
2,705000900000000,蔡英文,"8,713",雲林縣口湖鄉
3,705000900000000,宋楚瑜,"1,637",雲林縣口湖鄉
1,705001000000000,朱立倫,"2,223",雲林縣水林鄉
2,705001000000000,蔡英文,"9,705",雲林縣水林鄉
3,705001000000000,宋楚瑜,"1,302",雲林縣水林鄉
1,705001100000000,朱立倫,"4,729",雲林縣北港鎮
2,705001100000000,蔡英文,"14,214",雲林縣北港鎮
3,705001100000000,宋楚瑜,"2,413",雲林縣北港鎮
1,705001200000000,朱立倫,"2,732",雲林縣崙背鄉
2,705001200000000,蔡英文,"8,342",雲林縣崙背鄉
3,705001200000000,宋楚瑜,"1,154",雲林縣崙背鄉
1,705001300000000,朱立倫,"2,358",雲林縣二崙鄉
2,705001300000000,蔡英文,"10,660",雲林縣二崙鄉
3,705001300000000,宋楚瑜,980,雲林縣二崙鄉
1,705001500000000,朱立倫,"3,029",雲林縣莿桐鄉
2,705001500000000,蔡英文,"10,888",雲林縣莿桐鄉
3,705001500000000,宋楚瑜,"1,487",雲林縣莿桐鄉
1,705001400000000,朱立倫,"4,666",雲林縣西螺鎮
2,705001400000000,蔡英文,"16,585",雲林縣西螺鎮
3,705001400000000,宋楚瑜,"2,080",雲林縣西螺鎮
1,705001600000000,朱立倫,"2,377",雲林縣林內鄉
2,705001600000000,蔡英文,"6,046",雲林縣林內鄉
3,705001600000000,宋楚瑜,"1,114",雲林縣林內鄉
1,705001700000000,朱立倫,"16,461",雲林縣斗六市
2,705001700000000,蔡英文,"30,661",雲林縣斗六市
3,705001700000000,宋楚瑜,"7,363",雲林縣斗六市
1,705001800000000,朱立倫,"2,196",雲林縣大埤鄉
2,705001800000000,蔡英文,"6,767",雲林縣大埤鄉
3,705001800000000,宋楚瑜,"1,054",雲林縣大埤鄉
1,705001900000000,朱立倫,"6,147",雲林縣斗南鎮
2,705001900000000,蔡英文,"14,939",雲林縣斗南鎮
3,705001900000000,宋楚瑜,"2,704",雲林縣斗南鎮
1,705002000000000,朱立倫,"3,784",雲林縣古坑鄉
2,705002000000000,蔡英文,"11,097",雲林縣古坑鄉
3,705002000000000,宋楚瑜,"1,753",雲林縣古坑鄉
1,706000100000000,朱立倫,"2,693",嘉義縣六腳鄉
2,706000100000000,蔡英文,"10,037",嘉義縣六腳鄉
3,706000100000000,宋楚瑜,"1,490",嘉義縣六腳鄉
1,706000200000000,朱立倫,"3,839",嘉義縣東石鄉
2,706000200000000,蔡英文,"9,252",嘉義縣東石鄉
3,706000200000000,宋楚瑜,"2,095",嘉義縣東石鄉
1,706000300000000,朱立倫,"5,442",嘉義縣朴子市
2,706000300000000,蔡英文,"14,915",嘉義縣朴子市
3,706000300000000,宋楚瑜,"2,433",嘉義縣朴子市
1,706000400000000,朱立倫,"4,630",嘉義縣太保市
2,706000400000000,蔡英文,"12,959",嘉義縣太保市
3,706000400000000,宋楚瑜,"2,409",嘉義縣太保市
1,706000500000000,朱立倫,"4,419",嘉義縣布袋鎮
2,706000500000000,蔡英文,"10,116",嘉義縣布袋鎮
3,706000500000000,宋楚瑜,"1,809",嘉義縣布袋鎮
1,706000600000000,朱立倫,"3,038",嘉義縣義竹鄉
2,706000600000000,蔡英文,"7,569",嘉義縣義竹鄉
3,706000600000000,宋楚瑜,"1,053",嘉義縣義竹鄉
1,706000700000000,朱立倫,"2,218",嘉義縣鹿草鄉
2,706000700000000,蔡英文,"6,370",嘉義縣鹿草鄉
3,706000700000000,宋楚瑜,860,嘉義縣鹿草鄉
1,706000800000000,朱立倫,"7,109",嘉義縣水上鄉
2,706000800000000,蔡英文,"18,041",嘉義縣水上鄉
3,706000800000000,宋楚瑜,"3,543",嘉義縣水上鄉
1,706000900000000,朱立倫,"1,454",嘉義縣溪口鄉
2,706000900000000,蔡英文,"6,040",嘉義縣溪口鄉
3,706000900000000,宋楚瑜,648,嘉義縣溪口鄉
1,706001000000000,朱立倫,"4,039",嘉義縣大林鎮
2,706001000000000,蔡英文,"10,772",嘉義縣大林鎮
3,706001000000000,宋楚瑜,"1,920",嘉義縣大林鎮
1,706001100000000,朱立倫,"2,410",嘉義縣梅山鄉
2,706001100000000,蔡英文,"6,648",嘉義縣梅山鄉
3,706001100000000,宋楚瑜,"1,229",嘉義縣梅山鄉
1,706001200000000,朱立倫,"3,130",嘉義縣新港鄉
2,706001200000000,蔡英文,"12,706",嘉義縣新港鄉
3,706001200000000,宋楚瑜,"1,305",嘉義縣新港鄉
1,706001300000000,朱立倫,"8,930",嘉義縣民雄鄉
2,706001300000000,蔡英文,"24,344",嘉義縣民雄鄉
3,706001300000000,宋楚瑜,"4,404",嘉義縣民雄鄉
1,706001400000000,朱立倫,"4,037",嘉義縣竹崎鄉
2,706001400000000,蔡英文,"12,637",嘉義縣竹崎鄉
3,706001400000000,宋楚瑜,"2,282",嘉義縣竹崎鄉
1,706001700000000,朱立倫,"1,177",嘉義縣阿里山鄉
2,706001700000000,蔡英文,937,嘉義縣阿里山鄉
3,706001700000000,宋楚瑜,396,嘉義縣阿里山鄉
1,706001500000000,朱立倫,"5,050",嘉義縣中埔鄉
2,706001500000000,蔡英文,"14,820",嘉義縣中埔鄉
3,706001500000000,宋楚瑜,"2,613",嘉義縣中埔鄉
1,706001600000000,朱立倫,"1,356",嘉義縣番路鄉
2,706001600000000,蔡英文,"3,813",嘉義縣番路鄉
3,706001600000000,宋楚瑜,732,嘉義縣番路鄉
1,706001800000000,朱立倫,454,嘉義縣大埔鄉
2,706001800000000,蔡英文,937,嘉義縣大埔鄉
3,706001800000000,宋楚瑜,248,嘉義縣大埔鄉
1,707000100000000,朱立倫,"2,797",屏東縣里港鄉
2,707000100000000,蔡英文,"10,698",屏東縣里港鄉
3,707000100000000,宋楚瑜,"1,193",屏東縣里港鄉
1,707000200000000,朱立倫,"2,454",屏東縣高樹鄉
2,707000200000000,蔡英文,"10,440",屏東縣高樹鄉
3,707000200000000,宋楚瑜,868,屏東縣高樹鄉
1,707000300000000,朱立倫,"2,360",屏東縣三地門鄉
2,707000300000000,蔡英文,847,屏東縣三地門鄉
3,707000300000000,宋楚瑜,707,屏東縣三地門鄉
1,707000400000000,朱立倫,"1,091",屏東縣霧臺鄉
2,707000400000000,蔡英文,447,屏東縣霧臺鄉
3,707000400000000,宋楚瑜,315,屏東縣霧臺鄉
1,707000500000000,朱立倫,"2,144",屏東縣九如鄉
2,707000500000000,蔡英文,"9,396",屏東縣九如鄉
3,707000500000000,宋楚瑜,888,屏東縣九如鄉
1,707000600000000,朱立倫,"3,693",屏東縣鹽埔鄉
2,707000600000000,蔡英文,"8,844",屏東縣鹽埔鄉
3,707000600000000,宋楚瑜,"1,240",屏東縣鹽埔鄉
1,707000700000000,朱立倫,"4,280",屏東縣長治鄉
2,707000700000000,蔡英文,"10,940",屏東縣長治鄉
3,707000700000000,宋楚瑜,"1,319",屏東縣長治鄉
1,707000800000000,朱立倫,"6,970",屏東縣內埔鄉
2,707000800000000,蔡英文,"19,987",屏東縣內埔鄉
3,707000800000000,宋楚瑜,"2,427",屏東縣內埔鄉
1,707000900000000,朱立倫,"2,162",屏東縣瑪家鄉
2,707000900000000,蔡英文,677,屏東縣瑪家鄉
3,707000900000000,宋楚瑜,718,屏東縣瑪家鄉
1,707001000000000,朱立倫,"1,540",屏東縣泰武鄉
2,707001000000000,蔡英文,510,屏東縣泰武鄉
3,707001000000000,宋楚瑜,759,屏東縣泰武鄉
1,707001100000000,朱立倫,"2,386",屏東縣竹田鄉
2,707001100000000,蔡英文,"7,240",屏東縣竹田鄉
3,707001100000000,宋楚瑜,682,屏東縣竹田鄉
1,707001200000000,朱立倫,"2,396",屏東縣萬巒鄉
2,707001200000000,蔡英文,"8,273",屏東縣萬巒鄉
3,707001200000000,宋楚瑜,708,屏東縣萬巒鄉
1,707001300000000,朱立倫,"7,570",屏東縣潮州鎮
2,707001300000000,蔡英文,"18,296",屏東縣潮州鎮
3,707001300000000,宋楚瑜,"2,678",屏東縣潮州鎮
1,707001400000000,朱立倫,"35,478",屏東縣屏東市
2,707001400000000,蔡英文,"63,748",屏東縣屏東市
3,707001400000000,宋楚瑜,"11,508",屏東縣屏東市
1,707001500000000,朱立倫,"1,588",屏東縣麟洛鄉
2,707001500000000,蔡英文,"4,875",屏東縣麟洛鄉
3,707001500000000,宋楚瑜,608,屏東縣麟洛鄉
1,707001600000000,朱立倫,"7,042",屏東縣萬丹鄉
2,707001600000000,蔡英文,"20,347",屏東縣萬丹鄉
3,707001600000000,宋楚瑜,"2,386",屏東縣萬丹鄉
1,707001800000000,朱立倫,"1,594",屏東縣崁頂鄉
2,707001800000000,蔡英文,"5,720",屏東縣崁頂鄉
3,707001800000000,宋楚瑜,572,屏東縣崁頂鄉
1,707001900000000,朱立倫,"1,463",屏東縣南州鄉
2,707001900000000,蔡英文,"4,292",屏東縣南州鄉
3,707001900000000,宋楚瑜,522,屏東縣南州鄉
1,707001700000000,朱立倫,"3,663",屏東縣新園鄉
2,707001700000000,蔡英文,"15,202",屏東縣新園鄉
3,707001700000000,宋楚瑜,"1,619",屏東縣新園鄉
1,707002000000000,朱立倫,"1,379",屏東縣新埤鄉
2,707002000000000,蔡英文,"3,712",屏東縣新埤鄉
3,707002000000000,宋楚瑜,517,屏東縣新埤鄉
1,707002100000000,朱立倫,"2,562",屏東縣來義鄉
2,707002100000000,蔡英文,708,屏東縣來義鄉
3,707002100000000,宋楚瑜,730,屏東縣來義鄉
1,707002200000000,朱立倫,"5,250",屏東縣東港鎮
2,707002200000000,蔡英文,"17,470",屏東縣東港鎮
3,707002200000000,宋楚瑜,"2,318",屏東縣東港鎮
1,707002300000000,朱立倫,"2,377",屏東縣林邊鄉
2,707002300000000,蔡英文,"7,268",屏東縣林邊鄉
3,707002300000000,宋楚瑜,668,屏東縣林邊鄉
1,707002400000000,朱立倫,"2,241",屏東縣佳冬鄉
2,707002400000000,蔡英文,"7,704",屏東縣佳冬鄉
3,707002400000000,宋楚瑜,745,屏東縣佳冬鄉
1,707002500000000,朱立倫,"3,241",屏東縣枋寮鄉
2,707002500000000,蔡英文,"8,693",屏東縣枋寮鄉
3,707002500000000,宋楚瑜,"1,052",屏東縣枋寮鄉
1,707002800000000,朱立倫,"1,374",屏東縣獅子鄉
2,707002800000000,蔡英文,483,屏東縣獅子鄉
3,707002800000000,宋楚瑜,646,屏東縣獅子鄉
1,707002600000000,朱立倫,"1,340",屏東縣春日鄉
2,707002600000000,蔡英文,328,屏東縣春日鄉
3,707002600000000,宋楚瑜,656,屏東縣春日鄉
1,707002700000000,朱立倫,615,屏東縣枋山鄉
2,707002700000000,蔡英文,"2,203",屏東縣枋山鄉
3,707002700000000,宋楚瑜,144,屏東縣枋山鄉
1,707002900000000,朱立倫,"1,119",屏東縣牡丹鄉
2,707002900000000,蔡英文,420,屏東縣牡丹鄉
3,707002900000000,宋楚瑜,703,屏東縣牡丹鄉
1,707003000000000,朱立倫,996,屏東縣車城鄉
2,707003000000000,蔡英文,"2,958",屏東縣車城鄉
3,707003000000000,宋楚瑜,316,屏東縣車城鄉
1,707003100000000,朱立倫,968,屏東縣滿州鄉
2,707003100000000,蔡英文,"2,136",屏東縣滿州鄉
3,707003100000000,宋楚瑜,428,屏東縣滿州鄉
1,707003200000000,朱立倫,"3,662",屏東縣恆春鎮
2,707003200000000,蔡英文,"8,063",屏東縣恆春鎮
3,707003200000000,宋楚瑜,"1,469",屏東縣恆春鎮
1,707003300000000,朱立倫,"1,496",屏東縣琉球鄉
2,707003300000000,蔡英文,"2,372",屏東縣琉球鄉
3,707003300000000,宋楚瑜,659,屏東縣琉球鄉
1,710000200000000,朱立倫,"2,982",臺東縣成功鎮
2,710000200000000,蔡英文,"1,754",臺東縣成功鎮
3,710000200000000,宋楚瑜,"1,123",臺東縣成功鎮
1,710000300000000,朱立倫,"1,769",臺東縣關山鎮
2,710000300000000,蔡英文,"1,473",臺東縣關山鎮
3,710000300000000,宋楚瑜,577,臺東縣關山鎮
